Date,Close
2020-07-20 00:00:00,1118.1746826171875
2020-07-21 00:00:00,906.7107543945312
2020-07-22 00:00:00,1200.8397216796875
2020-07-23 00:00:00,1894.56298828125
2020-07-24 00:00:00,3239.783447265625
2020-07-25 00:00:00,3453.79541015625
2020-07-26 00:00:00,3099.858642578125
2020-07-27 00:00:00,2876.587890625
2020-07-28 00:00:00,3486.831298828125
2020-07-29 00:00:00,4497.65771484375
2020-07-30 00:00:00,4353.3017578125
2020-07-31 00:00:00,4329.52587890625
2020-08-01 00:00:00,3808.3046875
2020-08-02 00:00:00,3971.375
2020-08-03 00:00:00,3754.2021484375
2020-08-04 00:00:00,3660.015625
2020-08-05 00:00:00,4114.201171875
2020-08-06 00:00:00,4853.478515625
2020-08-07 00:00:00,4298.9375
2020-08-08 00:00:00,4432.39111328125
2020-08-09 00:00:00,4087.22802734375
2020-08-10 00:00:00,6263.32177734375
2020-08-11 00:00:00,6053.3779296875
2020-08-16 00:00:00,6647.34326171875
2020-08-17 00:00:00,8890.7509765625
2020-08-18 00:00:00,9717.9111328125
2020-08-19 00:00:00,12600.8408203125
2020-08-20 00:00:00,15317.1201171875
2020-08-21 00:00:00,12390.63671875
2020-08-22 00:00:00,14074.498046875
2020-08-23 00:00:00,12535.7568359375
2020-08-24 00:00:00,14467.9033203125
2020-08-25 00:00:00,13555.517578125
2020-08-26 00:00:00,15594.2822265625
2020-08-27 00:00:00,14220.6650390625
2020-08-28 00:00:00,18786.712890625
2020-08-29 00:00:00,27293.408203125
2020-08-30 00:00:00,31807.6484375
2020-08-31 00:00:00,35102.08203125
2020-09-01 00:00:00,32139.298828125
2020-09-02 00:00:00,31901.630859375
2020-09-03 00:00:00,29858.001953125
2020-09-04 00:00:00,27606.25
2020-09-22 00:00:00,25031.580078125
2020-09-23 00:00:00,21386.533203125
2020-09-24 00:00:00,25165.0703125
2020-09-25 00:00:00,26841.5
2020-09-26 00:00:00,31679.6953125
2020-09-27 00:00:00,30602.24609375
2020-09-28 00:00:00,28532.65234375
2020-09-29 00:00:00,25103.916015625
2020-09-30 00:00:00,23890.771484375
2020-10-01 00:00:00,22838.294921875
2020-10-05 00:00:00,19049.62890625
2020-10-06 00:00:00,16739.177734375
2020-10-07 00:00:00,14911.591796875
2020-10-08 00:00:00,16660.28515625
2020-10-10 00:00:00,16003.5673828125
2020-10-11 00:00:00,16935.53125
2020-10-14 00:00:00,14600.17578125
2020-10-15 00:00:00,14501.5517578125
2020-10-16 00:00:00,13416.2373046875
2020-10-17 00:00:00,14114.7353515625
2020-10-18 00:00:00,15338.5673828125
2020-10-19 00:00:00,13848.7353515625
2020-10-20 00:00:00,13121.6650390625
2020-10-21 00:00:00,13327.5498046875
2020-10-22 00:00:00,13695.427734375
2020-10-23 00:00:00,14839.69140625
2020-10-24 00:00:00,14904.3310546875
2020-10-25 00:00:00,14298.6181640625
2020-10-26 00:00:00,13670.6005859375
2020-10-27 00:00:00,13392.8037109375
2021-04-01 00:00:00,36700.37890625
2021-04-02 00:00:00,39450.46875
2021-04-03 00:00:00,36138.7890625
2021-04-04 00:00:00,37877.2734375
2021-04-05 00:00:00,38447.6015625
2021-04-06 00:00:00,41485.4921875
2021-04-07 00:00:00,43871.27734375
2021-04-08 00:00:00,47230.328125
2021-04-09 00:00:00,45825.62890625
2021-04-10 00:00:00,44656.44140625
2021-04-11 00:00:00,45127.296875
2021-04-12 00:00:00,43066.56640625
2021-04-13 00:00:00,44788.7890625
2021-04-14 00:00:00,47330.96484375
2021-04-15 00:00:00,50513.578125
2021-04-16 00:00:00,53419.79296875
2021-04-17 00:00:00,49276.453125
2021-04-18 00:00:00,53142.5234375
2021-04-19 00:00:00,46899.67578125
2021-04-20 00:00:00,48945.75390625
2021-04-21 00:00:00,45608.37109375
2021-04-22 00:00:00,45358.453125
2021-04-23 00:00:00,43292.13671875
2021-04-24 00:00:00,39175.59375
2021-04-25 00:00:00,39709.3359375
2021-04-26 00:00:00,45347.1953125
2021-04-27 00:00:00,48616.296875
2021-04-28 00:00:00,48104.9921875
2021-04-29 00:00:00,46787.73828125
2021-04-30 00:00:00,48901.3359375
2021-05-01 00:00:00,49834.42578125
2021-05-02 00:00:00,48451.796875
2021-05-03 00:00:00,53397.98046875
2021-05-04 00:00:00,50326.8203125
2021-05-05 00:00:00,54537.9375
2021-05-06 00:00:00,52180.65625
2021-05-07 00:00:00,53571.6015625
2021-05-08 00:00:00,54024.70703125
2021-05-09 00:00:00,53356.796875
2021-05-10 00:00:00,62228.94140625
2021-05-11 00:00:00,82745.1875
2021-05-12 00:00:00,65448.234375
2021-05-13 00:00:00,66178.3046875
2021-05-14 00:00:00,77699.7265625
2021-05-15 00:00:00,66827.8671875
2021-05-16 00:00:00,65910.875
2021-05-17 00:00:00,64283.6875
2021-05-18 00:00:00,72910.9609375
2021-05-19 00:00:00,45980.12109375
2021-05-20 00:00:00,52530.26171875
